event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2025-12-01T10:00:00-05:00,United States,ISM Manufacturing PMI,business confidence,NOV,48.2,48.7,48.6,48.8,,3,
2025-12-03T10:00:00-05:00,United States,ISM Services PMI,non manufacturing pmi,NOV,52.6,52.4,52.1,52.3,,3,
2025-12-05T10:00:00-05:00,United States,Core PCE Price Index MoM,core pce price index mom,SEP,0.2%,0.2%,0.2%,0.2%,,3,
2025-12-05T10:00:00-05:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,DEC,53.3,51.0,52,53,,3,
2025-12-05T10:00:00-05:00,United States,Personal Income MoM,personal income,SEP,0.4%,0.4%,0.3%,0.4%,,3,
2025-12-05T10:00:00-05:00,United States,Personal Spending MoM,personal spending,SEP,0.3%,0.5%,0.3%,0.4%,®,3,
2025-12-09T10:00:00-05:00,United States,JOLTs Job Openings,job offers,SEP,7.658M,7.227M,7.2M,7.2M,,3,
2025-12-09T10:00:00-05:00,United States,JOLTs Job Openings,job offers,OCT,7.670M,7.658M,,7.0M,,3,
2025-12-10T14:00:00-05:00,United States,Fed Interest Rate Decision,interest rate,,3.75%,4.0%,3.75%,3.75%,,3,
2025-12-10T14:00:00-05:00,United States,FOMC Economic Projections,interest rate,,,,,,,3,
2025-12-10T14:30:00-05:00,United States,Fed Press Conference,interest rate,,,,,,,3,
2025-12-16T08:30:00-05:00,United States,Non Farm Payrolls,non farm payrolls,OCT,-105K,108K,,55.0K,®,3,
2025-12-16T08:30:00-05:00,United States,Non Farm Payrolls,non farm payrolls,NOV,64K,-105K,50K,25.0K,,3,
2025-12-16T08:30:00-05:00,United States,Retail Sales MoM,retail sales mom,OCT,0%,0.1%,0.1%,0.2%,®,3,
2025-12-16T08:30:00-05:00,United States,Unemployment Rate,unemployment rate,NOV,4.6%,4.4%,4.4%,4.6%,,3,
2025-12-18T08:30:00-05:00,United States,Core Inflation Rate MoM,core inflation rate mom,NOV,,,0.3%,0.2%,,3,
2025-12-18T08:30:00-05:00,United States,Core Inflation Rate YoY,core inflation rate,NOV,2.6%,,3%,3.0%,,3,
2025-12-18T08:30:00-05:00,United States,Inflation Rate YoY,inflation rate,NOV,2.7%,,3.1%,3.0%,,3,
Thursday December 18 2025,United States,Inflation Rate MoM,inflation rate mom,NOV,,,0.3%,0.3%,,3,
2025-12-19T10:00:00-05:00,United States,Existing Home Sales,existing home sales,NOV,4.13M,4.11M,4.2M,3.9M,®,3,
2025-12-19T21:00:00-05:00,United States,Us President Trump Speech,calendar,,,,,,,3,
2025-12-23T08:30:00-05:00,United States,Durable Goods Orders MoM,durable goods orders,OCT,-2.2%,0.7%,-1.5%,-0.9%,®,3,
2025-12-23T08:30:00-05:00,United States,GDP Growth Rate QoQ,gdp growth rate,Q3,4.3%,3.8%,3.3%,3.2%,,3,
2025-12-30T14:00:00-05:00,United States,FOMC Minutes,interest rate,,,,,,,3,
