event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2017-11-03T08:30:00-04:00,United States,Balance of Trade,balance of trade,SEP,$-43.50B,$-42.80B,$-43.2B,$ -44B,®,3,
2017-11-03T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,OCT,261K,18K,310K,320K,®,3,
2017-11-15T09:30:00-05:00,United States,Core Inflation Rate YoY,core inflation rate,OCT,1.8%,1.7%,1.7%,1.7%,,3,
2017-11-15T09:30:00-05:00,United States,Inflation Rate YoY,inflation rate,OCT,2.0%,2.2%,2.0%,2%,,3,
2017-11-15T09:30:00-05:00,United States,Retail Sales MoM,retail sales mom,OCT,0.2%,1.9%,0.0%,0.1%,®,3,
2017-11-22T09:30:00-05:00,United States,Durable Goods Orders MoM,durable goods orders,OCT,-1.2%,2.2%,0.3%,0.4%,,3,
2017-11-30T09:30:00-05:00,United States,Personal Income MoM,personal income,OCT,0.4%,0.4%,0.3%,0.3%,,3,
2017-11-30T09:30:00-05:00,United States,Personal Spending MoM,personal spending,OCT,0.3%,0.9%,0.3%,0.3%,®,3,
