event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2024-09-03T10:00:00-04:00,United States,ISM Manufacturing PMI,business confidence,AUG,47.2,46.8,47.5,47.5,,3,
2024-09-04T10:00:00-04:00,United States,JOLTs Job Openings,job offers,JUL,7.673M,7.91M,8.10M,8.09M,®,3,
2024-09-05T10:00:00-04:00,United States,ISM Services PMI,non manufacturing pmi,AUG,51.5,51.4,51.1,51.2,,3,
2024-09-06T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,AUG,142K,89K,160K,120K,®,3,
2024-09-06T08:30:00-04:00,United States,Unemployment Rate,unemployment rate,AUG,4.2%,4.3%,4.2%,4.3%,,3,
2024-09-11T08:30:00-04:00,United States,Core Inflation Rate MoM,core inflation rate mom,AUG,0.3%,0.2%,0.2%,0.3%,,3,
2024-09-11T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,AUG,3.2%,3.2%,3.2%,3.2%,,3,
2024-09-11T08:30:00-04:00,United States,Inflation Rate MoM,inflation rate mom,AUG,0.2%,0.2%,0.2%,0.2%,,3,
2024-09-11T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,AUG,2.5%,2.9%,2.6%,2.7%,,3,
2024-09-12T08:30:00-04:00,United States,PPI MoM,producer price inflation mom,AUG,0.2%,0%,0.1%,0.1%,®,3,
2024-09-13T10:00:00-04:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,SEP,69.0,67.9,68,67.4,,3,
2024-09-17T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,AUG,0.1%,1.1%,-0.2%,-0.3%,®,3,
2024-09-18T08:30:00-04:00,United States,Building Permits Prel,building permits,AUG,1.475M,1.406M,1.41M,1.42M,,3,
2024-09-18T14:00:00-04:00,United States,Fed Interest Rate Decision,interest rate,,5%,5.5%,5.25%,5.25%,,3,
2024-09-18T14:00:00-04:00,United States,FOMC Economic Projections,interest rate,,,,,,,3,
2024-09-18T14:30:00-04:00,United States,Fed Press Conference,interest rate,,,,,,,3,
2024-09-26T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,AUG,0.0%,9.8%,-2.6%,-2.2%,®,3,
2024-09-26T08:30:00-04:00,United States,GDP Growth Rate QoQ Final,gdp growth rate,Q2,3%,1.6%,3%,3.0%,®,3,
2024-09-26T09:20:00-04:00,United States,Fed Chair Powell Speech,interest rate,,,,,,,3,
2024-09-27T08:30:00-04:00,United States,Core PCE Price Index MoM,core pce price index mom,AUG,0.1%,0.2%,0.2%,0.2%,,3,
2024-09-27T08:30:00-04:00,United States,Personal Income MoM,personal income,AUG,0.2%,0.3%,0.4%,0.3%,,3,
2024-09-27T08:30:00-04:00,United States,Personal Spending MoM,personal spending,AUG,0.2%,0.5%,0.3%,0.3%,,3,
2024-09-30T13:55:00-04:00,United States,Fed Chair Powell Speech,interest rate,,,,,,,3,
