event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2023-05-01T10:00:00-04:00,United States,ISM Manufacturing PMI,business confidence,APR,47.1,46.3,46.8,46.5,,3,
2023-05-02T10:00:00-04:00,United States,JOLTs Job Openings,job offers,MAR,9.59M,9.974M,9.775M,9.7M,®,3,
2023-05-03T10:00:00-04:00,United States,ISM Services PMI,non manufacturing pmi,APR,51.9,51.2,51.8,51.5,,3,
2023-05-03T14:00:00-04:00,United States,Fed Interest Rate Decision,interest rate,,5.25%,5%,5.25%,5.25%,,3,
2023-05-03T14:30:00-04:00,United States,Fed Press Conference,interest rate,,,,,,,3,
2023-05-04T08:30:00-04:00,United States,Balance of Trade,balance of trade,MAR,$-64.2B,$-70.6B,$-63.3B,$-63.1B,®,3,
2023-05-05T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,APR,253K,165K,180K,190.0K,®,3,
2023-05-05T08:30:00-04:00,United States,Unemployment Rate,unemployment rate,APR,3.4%,3.5%,3.6%,3.6%,,3,
2023-05-10T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,APR,5.5%,5.6%,5.5%,5.6%,,3,
2023-05-10T08:30:00-04:00,United States,Inflation Rate MoM,inflation rate mom,APR,0.4%,0.1%,0.4%,0.3%,,3,
2023-05-10T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,APR,4.9%,5%,5%,4.9%,,3,
2023-05-11T08:30:00-04:00,United States,PPI MoM,producer price inflation mom,APR,0.2%,-0.4%,0.3%,0.1%,®,3,
2023-05-12T10:00:00-04:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,MAY,57.7,63.5,63,64,,3,
2023-05-16T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,APR,0.4%,-0.7%,0.8%,0.7%,®,3,
2023-05-17T08:30:00-04:00,United States,Building Permits Prel,building permits,APR,1.416M,1.437M,1.437M,1.43M,®,3,
2023-05-19T11:00:00-04:00,United States,Fed Chair Powell Speech,interest rate,,,,,,,3,
2023-05-24T14:00:00-04:00,United States,FOMC Minutes,interest rate,,,,,,,3,
2023-05-26T08:30:00-04:00,United States,Core PCE Price Index MoM,core pce price index mom,APR,0.4%,0.3%,0.3%,0.3%,,3,
2023-05-26T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,APR,1.1%,3.3%,-1%,-1.1%,®,3,
2023-05-26T08:30:00-04:00,United States,Personal Income MoM,personal income,APR,0.4%,0.3%,0.4%,0.3%,,3,
2023-05-26T08:30:00-04:00,United States,Personal Spending MoM,personal spending,APR,0.8%,0.1%,0.4%,0.3%,®,3,
2023-05-31T10:00:00-04:00,United States,JOLTs Job Openings,job offers,APR,10.103M,9.745M,9.375M,9.2M,®,3,
