event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2025-08-01T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,JUL,73K,14K,110K,110K,®,3,
2025-08-01T08:30:00-04:00,United States,Unemployment Rate,unemployment rate,JUL,4.2%,4.1%,4.2%,4.2%,,3,
2025-08-01T10:00:00-04:00,United States,ISM Manufacturing PMI,business confidence,JUL,48.0,49.0,49.5,49.4,,3,
2025-08-05T10:00:00-04:00,United States,ISM Services PMI,non manufacturing pmi,JUL,50.1,50.8,51.5,51,,3,
2025-08-12T08:30:00-04:00,United States,Core Inflation Rate MoM,core inflation rate mom,JUL,0.3%,0.2%,0.3%,0.2%,,3,
2025-08-12T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,JUL,3.1%,2.9%,3%,3%,,3,
2025-08-12T08:30:00-04:00,United States,Inflation Rate MoM,inflation rate mom,JUL,0.2%,0.3%,0.2%,0.2%,,3,
2025-08-12T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,JUL,2.7%,2.7%,2.8%,2.7%,,3,
2025-08-14T08:30:00-04:00,United States,PPI MoM,producer price inflation mom,JUL,0.9%,0%,0.2%,0.2%,,3,
2025-08-15T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,JUL,0.5%,0.9%,0.5%,0.4%,®,3,
2025-08-15T10:00:00-04:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,AUG,58.6,61.7,62,60.5,,3,
2025-08-19T08:30:00-04:00,United States,Building Permits Prel,building permits,JUL,1.354M,1.393M,1.39M,1.39M,,3,
2025-08-19T08:30:00-04:00,United States,Housing Starts,housing starts,JUL,1.428M,1.358M,1.29M,1.29M,®,3,
2025-08-20T14:00:00-04:00,United States,FOMC Minutes,interest rate,,,,,,,3,
2025-08-21T10:00:00-04:00,United States,Existing Home Sales,existing home sales,JUL,4.01M,3.93M,3.92M,3.9M,,3,
2025-08-22T10:00:00-04:00,United States,Fed Chair Powell Speech,interest rate,,,,,,,3,
2025-08-26T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,JUL,-2.8%,-9.4%,-4%,-2.5%,®,3,
2025-08-28T08:30:00-04:00,United States,GDP Growth Rate QoQ 2nd Est,gdp growth rate,Q2,3.3%,-0.5%,3.1%,3.0%,,3,
2025-08-29T08:30:00-04:00,United States,Core PCE Price Index MoM,core pce price index mom,JUL,0.3%,0.3%,0.3%,0.2%,,3,
2025-08-29T08:30:00-04:00,United States,Personal Income MoM,personal income,JUL,0.4%,0.3%,0.4%,0.3%,,3,
2025-08-29T08:30:00-04:00,United States,Personal Spending MoM,personal spending,JUL,0.5%,0.4%,0.5%,0.3%,®,3,
