event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2021-11-01T10:00:00-04:00,United States,ISM Manufacturing PMI,business confidence,OCT,60.8,61.1,60.5,60.3,,3,
2021-11-03T14:30:00-04:00,United States,Fed Press Conference,interest rate,,,,,,,3,
2021-11-04T08:30:00-04:00,United States,Balance of Trade,balance of trade,SEP,$-80.9B,$-72.8B,$-80.5B,$ -75B,®,3,
2021-11-05T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,OCT,531K,312K,450K,400K,®,3,
2021-11-09T09:30:00-05:00,United States,PPI MoM,producer price inflation mom,OCT,0.6%,0.5%,0.6%,0.6%,,3,
2021-11-10T09:30:00-05:00,United States,Core Inflation Rate YoY,core inflation rate,OCT,4.6%,4%,4.3%,4.1%,,3,
2021-11-10T09:30:00-05:00,United States,Inflation Rate YoY,inflation rate,OCT,6.2%,5.4%,5.8%,5.7%,,3,
2021-11-12T11:00:00-05:00,United States,JOLTs Job Openings,job offers,SEP,10.438M,10.629M,10.3M,10.1M,®,3,
2021-11-12T11:00:00-05:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,NOV,66.8,71.7,72.4,71,,3,
Sunday November 14 2021,United States,President Biden And President Xi Jinping Virtual Meeting,calendar,,,,,,,3,
2021-11-16T09:30:00-05:00,United States,Retail Sales MoM,retail sales mom,OCT,1.7%,0.8%,1.4%,1.2%,®,3,
2021-11-17T09:30:00-05:00,United States,Building Permits,building permits,OCT,1.65M,1.586M,1.638M,1.661M,,3,
2021-11-23T10:45:00-05:00,United States,Markit Manufacturing PMI Flash,manufacturing pmi,NOV,59.1,58.4,59,58.8,,3,
2021-11-23T10:45:00-05:00,United States,Markit Services PMI Flash,services pmi,NOV,57,58.7,59,59,,3,
2021-11-24T09:30:00-05:00,United States,Durable Goods Orders MoM,durable goods orders,OCT,-0.5%,-0.4%,0.2%,0.3%,,3,
2021-11-24T11:00:00-05:00,United States,Personal Income MoM,personal income,OCT,0.5%,-1%,0.2%,0.1%,,3,
2021-11-24T11:00:00-05:00,United States,Personal Spending MoM,personal spending,OCT,1.3%,0.6%,1%,0.7%,,3,
2021-11-24T15:00:00-05:00,United States,FOMC Minutes,interest rate,,,,,,,3,
2021-11-29T16:05:00-05:00,United States,Fed Chair Powell Speech,interest rate,,,,,,,3,
2021-11-30T11:00:00-05:00,United States,Fed Chair Powell Testimony,interest rate,,,,,,,3,
