event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2022-03-01T10:00:00-05:00,United States,ISM Manufacturing PMI,business confidence,FEB,58.6,57.6,58,58.1,,3,
2022-03-03T10:00:00-05:00,United States,Fed Chair Powell Testimony,interest rate,,,,,,,3,
2022-03-03T10:00:00-05:00,United States,ISM Non-Manufacturing PMI,non manufacturing pmi,FEB,56.5,59.9,61,61,,3,
2022-03-04T08:30:00-05:00,United States,Non Farm Payrolls,non farm payrolls,FEB,678K,481K,400K,350K,®,3,
2022-03-08T08:30:00-05:00,United States,Balance of Trade,balance of trade,JAN,$-89.7B,$-82B,$-87.1B,$-84B,®,3,
2022-03-09T10:00:00-05:00,United States,JOLTs Job Openings,job offers,JAN,11.263M,11.448M,10.925M,10.8M,®,3,
2022-03-10T08:30:00-05:00,United States,Core Inflation Rate YoY,core inflation rate,FEB,6.4%,6%,6.4%,6.4%,,3,
2022-03-10T08:30:00-05:00,United States,Inflation Rate YoY,inflation rate,FEB,7.9%,7.5%,7.9%,7.9%,,3,
2022-03-11T10:00:00-05:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,MAR,59.7,62.8,61.4,62,,3,
2022-03-15T07:30:00-04:00,United States,PPI MoM,producer price inflation mom,FEB,0.8%,1.2%,0.9%,1.1%,®,3,
2022-03-16T07:30:00-04:00,United States,Retail Sales MoM,retail sales mom,FEB,0.3%,4.9%,0.4%,0.7%,®,3,
2022-03-16T13:30:00-04:00,United States,Fed Press Conference,interest rate,,,,,,,3,
2022-03-17T07:30:00-04:00,United States,Building Permits,building permits,FEB,1.859M,1.895M,1.85M,1.86M,®,3,
2022-03-24T07:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,FEB,-2.2%,1.6%,-0.5%,-0.5%,,3,
2022-03-29T09:00:00-04:00,United States,JOLTs Job Openings,job offers,FEB,11.266M,11.283M,11M,11.1M,®,3,
2022-03-31T07:30:00-04:00,United States,Personal Income MoM,personal income,FEB,0.5%,0.1%,0.5%,0.6%,®,3,
2022-03-31T07:30:00-04:00,United States,Personal Spending MoM,personal spending,FEB,0.2%,2.7%,0.5%,0.4%,®,3,
