event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2020-08-05T08:30:00-04:00,United States,Balance of Trade,balance of trade,JUN,$-50.7B,$-54.8B,,,®,3,
2020-08-07T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,JUL,1763K,4800K,,,,3,
2020-08-12T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,JUL,1.6%,1.2%,,,,3,
2020-08-12T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,JUL,1%,0.6%,,,,3,
2020-08-14T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,JUL,1.2%,8.4%,,,®,3,
2020-08-26T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,JUL,11.2%,7.7%,,,®,3,
2020-08-28T08:30:00-04:00,United States,Personal Income MoM,personal income,JUL,0.4%,-1%,,,®,3,
2020-08-28T08:30:00-04:00,United States,Personal Spending MoM,personal spending,JUL,1.9%,6.2%,,,®,3,
