event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2018-01-05T08:30:00-05:00,United States,Balance of Trade,balance of trade,NOV,$-50.5B,$-48.9B,,,®,3,
2018-01-05T08:30:00-05:00,United States,Non Farm Payrolls,non farm payrolls,DEC,148K,252K,,,®,3,
2018-01-12T08:30:00-05:00,United States,Core Inflation Rate YoY,core inflation rate,DEC,1.8%,1.7%,,,,3,
2018-01-12T08:30:00-05:00,United States,Inflation Rate YoY,inflation rate,DEC,2.1%,2.2%,,,,3,
2018-01-12T08:30:00-05:00,United States,Retail Sales MoM,retail sales mom,DEC,0.4%,0.9%,,,®,3,
2018-01-26T08:30:00-05:00,United States,Durable Goods Orders MoM,durable goods orders,DEC,2.9%,1.7%,,,®,3,
2018-01-29T08:30:00-05:00,United States,Personal Income MoM,personal income,DEC,0.4%,0.3%,,,,3,
2018-01-29T08:30:00-05:00,United States,Personal Spending MoM,personal spending,DEC,0.4%,0.8%,,,®,3,
