event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol,source_url
2016-07-06T08:30:00-04:00,United States,Balance of Trade,balance of trade,MAY,$-41.14B,$-37.4B,$-40B,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2016-07-01&end=2016-08-01
2016-07-08T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,JUN,287K,11K,175K,170K,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2016-07-01&end=2016-08-01
2016-07-15T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,JUN,2.3%,2.2%,2.3%,2.2%,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2016-07-01&end=2016-08-01
2016-07-15T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,JUN,1%,1%,1.1%,1%,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2016-07-01&end=2016-08-01
2016-07-15T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,JUN,0.6%,0.2%,0.1%,0.3%,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2016-07-01&end=2016-08-01
2016-07-27T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,JUN,-4%,-2.8%,-1.1%,0%,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2016-07-01&end=2016-08-01
