event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2020-10-01T08:30:00-04:00,United States,Personal Income MoM,personal income,AUG,-2.7%,0.5%,-2.4%,-2%,®,3,
2020-10-01T08:30:00-04:00,United States,Personal Spending MoM,personal spending,AUG,1%,1.5%,0.8%,0.8%,®,3,
2020-10-02T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,SEP,661K,1489K,850K,915K,®,3,
2020-10-06T08:30:00-04:00,United States,Balance of Trade,balance of trade,AUG,$-67.1B,$-63.4B,$-66.1B,$ -66.5B,®,3,
2020-10-13T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,SEP,1.7%,1.7%,1.8%,1.7%,,3,
2020-10-13T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,SEP,1.4%,1.3%,1.4%,1.5%,,3,
2020-10-16T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,SEP,1.9%,0.6%,0.7%,0.5%,,3,
2020-10-27T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,SEP,1.9%,0.4%,0.5%,0.4%,,3,
2020-10-30T08:30:00-04:00,United States,Personal Income MoM,personal income,SEP,0.9%,-2.5%,0.4%,0.4%,®,3,
2020-10-30T08:30:00-04:00,United States,Personal Spending MoM,personal spending,SEP,1.4%,1%,1%,0.8%,,3,
