event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2024-10-01T10:00:00-04:00,United States,ISM Manufacturing PMI,business confidence,SEP,47.2,47.2,47.5,48.3,,3,
2024-10-01T10:00:00-04:00,United States,JOLTs Job Openings,job offers,AUG,8.04M,7.711M,7.655M,7.65M,®,3,
2024-10-03T10:00:00-04:00,United States,ISM Services PMI,non manufacturing pmi,SEP,54.9,51.5,51.7,51.3,,3,
2024-10-04T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,SEP,254K,159K,140K,130K,®,3,
2024-10-04T08:30:00-04:00,United States,Unemployment Rate,unemployment rate,SEP,4.1%,4.2%,4.2%,4.3%,,3,
2024-10-09T14:00:00-04:00,United States,FOMC Minutes,interest rate,,,,,,,3,
2024-10-10T08:30:00-04:00,United States,Core Inflation Rate MoM,core inflation rate mom,SEP,0.3%,0.3%,0.2%,0.2%,,3,
2024-10-10T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,SEP,3.3%,3.2%,3.2%,3.1%,,3,
2024-10-10T08:30:00-04:00,United States,Inflation Rate MoM,inflation rate mom,SEP,0.2%,0.2%,0.1%,0.1%,,3,
2024-10-10T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,SEP,2.4%,2.5%,2.3%,2.3%,,3,
2024-10-11T08:30:00-04:00,United States,PPI MoM,producer price inflation mom,SEP,0%,0.2%,0.1%,0.1%,,3,
2024-10-11T10:00:00-04:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,OCT,68.9,70.1,70.8,70.4,,3,
2024-10-17T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,SEP,0.4%,0.1%,0.3%,0.2%,,3,
2024-10-18T08:30:00-04:00,United States,Building Permits Prel,building permits,SEP,1.428M,1.47M,1.46M,1.46M,,3,
2024-10-25T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,SEP,-0.8%,-0.8%,-1%,-0.5%,®,3,
2024-10-29T10:00:00-04:00,United States,JOLTs Job Openings,job offers,SEP,7.443M,7.861M,7.99M,7.8M,®,3,
2024-10-30T08:30:00-04:00,United States,GDP Growth Rate QoQ Adv,gdp growth rate,Q3,2.8%,3%,3%,3.3%,,3,
2024-10-31T08:30:00-04:00,United States,Core PCE Price Index MoM,core pce price index mom,SEP,0.3%,0.2%,0.3%,0.1%,®,3,
2024-10-31T08:30:00-04:00,United States,Personal Income MoM,personal income,SEP,0.3%,0.2%,0.3%,0.2%,,3,
2024-10-31T08:30:00-04:00,United States,Personal Spending MoM,personal spending,SEP,0.5%,0.3%,0.4%,0.4%,®,3,
