event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2024-08-01T10:00:00-04:00,United States,ISM Manufacturing PMI,business confidence,JUL,46.8,48.5,48.8,48.2,,3,
2024-08-02T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,JUL,114K,179K,175K,190.0K,®,3,
2024-08-02T08:30:00-04:00,United States,Unemployment Rate,unemployment rate,JUL,4.3%,4.1%,4.1%,4.1%,,3,
2024-08-05T10:00:00-04:00,United States,ISM Services PMI,non manufacturing pmi,JUL,51.4,48.8,51,51,,3,
2024-08-13T08:30:00-04:00,United States,PPI MoM,producer price inflation mom,JUL,0.1%,0.2%,0.2%,0.1%,,3,
2024-08-14T08:30:00-04:00,United States,Core Inflation Rate MoM,core inflation rate mom,JUL,0.2%,0.1%,0.2%,0.3%,,3,
2024-08-14T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,JUL,3.2%,3.3%,3.2%,3.3%,,3,
2024-08-14T08:30:00-04:00,United States,Inflation Rate MoM,inflation rate mom,JUL,0.2%,-0.1%,0.2%,0.2%,,3,
2024-08-14T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,JUL,2.9%,3%,3%,3.0%,,3,
2024-08-15T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,JUL,1%,-0.2%,0.3%,0.2%,®,3,
2024-08-16T08:30:00-04:00,United States,Building Permits Prel,building permits,JUL,1.396M,1.454M,1.43M,1.45M,,3,
2024-08-16T10:00:00-04:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,AUG,67.8,66.4,66.9,66,,3,
2024-08-21T10:00:00-04:00,United States,Non Farm Payrolls Annual Revision,non farm payrolls,MAR,-818K,-187K,,,,3,
2024-08-21T14:00:00-04:00,United States,FOMC Minutes,interest rate,,,,,,,3,
2024-08-23T10:00:00-04:00,United States,Fed Chair Powell Speech,interest rate,,,,,,,3,
2024-08-26T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,JUL,9.9%,-6.9%,5%,3%,®,3,
2024-08-29T08:30:00-04:00,United States,GDP Growth Rate QoQ 2nd Est,gdp growth rate,Q2,3%,1.4%,2.8%,2.8%,,3,
2024-08-30T08:30:00-04:00,United States,Core PCE Price Index MoM,core pce price index mom,JUL,0.2%,0.2%,0.2%,0.2%,,3,
2024-08-30T08:30:00-04:00,United States,Personal Income MoM,personal income,JUL,0.3%,0.2%,0.2%,0.2%,,3,
2024-08-30T08:30:00-04:00,United States,Personal Spending MoM,personal spending,JUL,0.5%,0.3%,0.5%,0.2%,,3,
