event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2017-05-01T08:30:00-04:00,United States,Personal Income MoM,personal income,MAR,0.2%,0.3%,0.4%,0.3%,®,3,
2017-05-01T08:30:00-04:00,United States,Personal Spending MoM,personal spending,MAR,0.0%,0.0%,0.2%,0.2%,®,3,
