event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol,source_url
2019-10-04T08:30:00-04:00,United States,Balance of Trade,balance of trade,AUG,$-54.9B,$-54B,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2019-10-01&end=2019-11-01
2019-10-04T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,SEP,136K,168K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2019-10-01&end=2019-11-01
2019-10-10T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,SEP,2.4%,2.4%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2019-10-01&end=2019-11-01
2019-10-10T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,SEP,1.7%,1.7%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2019-10-01&end=2019-11-01
2019-10-16T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,SEP,-0.3%,0.6%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2019-10-01&end=2019-11-01
2019-10-24T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,SEP,-1.1%,0.3%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2019-10-01&end=2019-11-01
2019-10-31T08:30:00-04:00,United States,Personal Income MoM,personal income,SEP,0.3%,0.5%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2019-10-01&end=2019-11-01
2019-10-31T08:30:00-04:00,United States,Personal Spending MoM,personal spending,SEP,0.2%,0.2%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2019-10-01&end=2019-11-01
