event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2026-06-25T11:00:00-04:00,United States,Kansas Fed Composite Index,kansas fed composite index,JUN,11,8,,,,3,
2026-06-25T11:00:00-04:00,United States,Kansas Fed Manufacturing Index,kansas fed manufacturing index,JUN,19,9,,,,3,
2026-06-25T11:30:00-04:00,United States,4-Week Bill Auction,4 week bill yield,,3.610%,3.580%,,,,3,
2026-06-25T11:30:00-04:00,United States,8-Week Bill Auction,8 week bill yield,,3.660%,3.640%,,,®,3,
2026-06-25T12:00:00-04:00,United States,15-Year Mortgage Rate,15 year mortgage rate,JUN/25,5.84%,5.81%,,,,3,
2026-06-25T12:00:00-04:00,United States,30-Year Mortgage Rate,30 year mortgage rate,JUN/25,6.49%,6.47%,,,,3,
2026-06-25T13:00:00-04:00,United States,7-Year Note Auction,7 year note yield,,4.260%,4.29%,,,,3,
2026-06-25T15:40:00-04:00,United States,Fed Williams Speech,interest rate,,,,,,,3,
2026-06-25T16:30:00-04:00,United States,Fed Balance Sheet,central bank balance sheet,JUN/24,$6.736T,$6.736T,,,,3,
2026-06-25T18:30:00-04:00,United States,Fed Goolsbee Speech,interest rate,,,,,,,3,
2026-06-26T08:30:00-04:00,United States,Goods Trade Balance Adv,goods trade balance,MAY,,$-83.0B,,,,3,
2026-06-26T08:30:00-04:00,United States,Retail Inventories Ex Autos MoM Adv,retail inventories ex autos,MAY,,0.6%,,,,3,
2026-06-26T08:30:00-04:00,United States,Wholesale Inventories MoM Adv,wholesale inventories,MAY,,0.6%,,,,3,
2026-06-26T10:00:00-04:00,United States,Michigan Consumer Sentiment Final,consumer confidence,JUN,,44.8,,,,3,
2026-06-26T10:00:00-04:00,United States,Michigan 5 Year Inflation Expectations Final,michigan 5 year inflation expectations,JUN,,3.9%,,,,3,
2026-06-26T10:00:00-04:00,United States,Michigan Consumer Expectations Final,michigan consumer expectations,JUN,,44.1,,,,3,
2026-06-26T10:00:00-04:00,United States,Michigan Current Conditions Final,michigan current economic conditions,JUN,,45.8,,,,3,
2026-06-26T10:00:00-04:00,United States,Michigan Inflation Expectations Final,michigan inflation expectations,JUN,,4.8%,,,,3,
2026-06-26T10:30:00-04:00,United States,Fed Williams Speech,interest rate,,,,,,,3,
2026-06-26T11:30:00-04:00,United States,Fed Kashkari Speech,interest rate,,,,,,,3,
2026-06-26T13:00:00-04:00,United States,Baker Hughes Oil Rig Count,crude oil rigs,JUN/26,,433,,,,3,
2026-06-26T13:00:00-04:00,United States,Baker Hughes Total Rigs Count,total rigs,JUN/26,,563,,,,3,
2026-06-28T12:35:00-04:00,United States,Fed Barkin Speech,interest rate,,,,,,,3,
2026-06-29T10:30:00-04:00,United States,Dallas Fed Manufacturing Index,dallas fed manufacturing index,JUN,,0.4,,,,3,
2026-06-29T11:30:00-04:00,United States,3-Month Bill Auction,3 month bill yield,,,3.695%,,,,3,
2026-06-29T11:30:00-04:00,United States,6-Month Bill Auction,6 month bill yield,,,3.840%,,,,3,
2026-06-30T08:55:00-04:00,United States,Redbook YoY,redbook index,JUN/27,,10%,,,,3,
2026-06-30T09:00:00-04:00,United States,S&P/Case-Shiller Home Price YoY,case shiller home price index yoy,APR,,0.8%,,,,3,
2026-06-30T09:00:00-04:00,United States,House Price Index,housing index,APR,,441.5,,,,3,
2026-06-30T09:00:00-04:00,United States,House Price Index MoM,house price index mom,APR,,0.1%,,,,3,
2026-06-30T09:00:00-04:00,United States,House Price Index YoY,house price index yoy,APR,,1.7%,,,,3,
2026-06-30T09:00:00-04:00,United States,S&P/Case-Shiller Home Price MoM,case shiller home price index mom,APR,,1%,,,,3,
2026-06-30T09:45:00-04:00,United States,Chicago PMI,chicago pmi,JUN,,62.7,,,,3,
2026-06-30T10:00:00-04:00,United States,JOLTs Job Openings,job offers,MAY,,7.618M,,,,3,
2026-06-30T10:00:00-04:00,United States,Cb Consumer Confidence,calendar,JUN,,93.1,,95,,3,
2026-06-30T10:00:00-04:00,United States,JOLTs Job Quits,job quits,MAY,,2.977M,,,,3,
2026-06-30T10:30:00-04:00,United States,Dallas Fed Services Index,dallas fed services index,JUN,,-7.7,,,,3,
2026-06-30T10:30:00-04:00,United States,Dallas Fed Services Revenues Index,dallas fed services revenues index,JUN,,5.0,,,,3,
2026-06-30T11:30:00-04:00,United States,6-Week Bill Auction,calendar,,,3.620%,,,,3,
2026-06-30T12:00:00-04:00,United States,Quarterly Grain Stocks - Corn,grain stocks corn,JUN,,9.02B,,,,3,
2026-06-30T12:00:00-04:00,United States,Quarterly Grain Stocks - Soy,grain stocks soy,JUN,,2.10B,,,,3,
2026-06-30T12:00:00-04:00,United States,Quarterly Grain Stocks - Wheat,grain stocks wheat,JUN,,1.30B,,,,3,
2026-06-30T16:30:00-04:00,United States,API Crude Oil Stock Change,api crude oil stock change,JUN/26,,-0.765M,,,,3,
