event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2023-01-04T10:00:00-05:00,United States,ISM Manufacturing PMI,business confidence,DEC,48.4,49,48.5,49,,3,
2023-01-04T10:00:00-05:00,United States,JOLTs Job Openings,job offers,NOV,10.458M,10.512M,10M,10.1M,®,3,
2023-01-04T14:00:00-05:00,United States,FOMC Minutes,interest rate,,,,,,,3,
2023-01-05T08:30:00-05:00,United States,Balance of Trade,balance of trade,NOV,$-61.5B,$-77.8B,$-73B,$-72B,®,3,
2023-01-06T08:30:00-05:00,United States,Non Farm Payrolls,non farm payrolls,DEC,223K,256K,200K,220K,®,3,
2023-01-06T08:30:00-05:00,United States,Unemployment Rate,unemployment rate,DEC,3.5%,3.6%,3.7%,3.7%,®,3,
2023-01-06T10:00:00-05:00,United States,ISM Non-Manufacturing PMI,non manufacturing pmi,DEC,49.6,56.5,55,53,,3,
2023-01-12T08:30:00-05:00,United States,Core Inflation Rate YoY,core inflation rate,DEC,5.7%,6%,5.7%,5.8%,,3,
2023-01-12T08:30:00-05:00,United States,Inflation Rate YoY,inflation rate,DEC,6.5%,7.1%,6.5%,6.7%,,3,
2023-01-13T10:00:00-05:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,JAN,64.6,59.7,60.5,59,,3,
2023-01-18T08:30:00-05:00,United States,PPI MoM,producer price inflation mom,DEC,-0.5%,0.2%,-0.1%,-0.1%,®,3,
2023-01-18T08:30:00-05:00,United States,Retail Sales MoM,retail sales mom,DEC,-1.1%,-1%,-0.8%,-0.4%,®,3,
2023-01-19T08:30:00-05:00,United States,Building Permits Prel,building permits,DEC,1.33M,1.351M,1.37M,1.4M,,3,
2023-01-26T08:30:00-05:00,United States,Durable Goods Orders MoM,durable goods orders,DEC,5.6%,-1.7%,2.5%,2.2%,®,3,
2023-01-26T08:30:00-05:00,United States,GDP Growth Rate QoQ Adv,gdp growth rate,Q4,2.9%,3.2%,2.6%,2.7%,,3,
2023-01-27T08:30:00-05:00,United States,Core PCE Price Index MoM,core pce price index mom,DEC,0.3%,0.2%,0.3%,0.1%,,3,
2023-01-27T08:30:00-05:00,United States,Personal Income MoM,personal income,DEC,0.2%,0.3%,0.2%,0.3%,®,3,
2023-01-27T08:30:00-05:00,United States,Personal Spending MoM,personal spending,DEC,-0.2%,-0.1%,-0.1%,-0.1%,®,3,
