event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2023-03-01T10:00:00-05:00,United States,ISM Manufacturing PMI,business confidence,FEB,47.7,47.4,48,48,,3,
2023-03-03T10:00:00-05:00,United States,ISM Non-Manufacturing PMI,non manufacturing pmi,FEB,55.1,55.2,54.5,54.6,,3,
2023-03-07T10:00:00-05:00,United States,Fed Chair Powell Testimony,interest rate,,,,,,,3,
2023-03-08T08:30:00-05:00,United States,Balance of Trade,balance of trade,JAN,$-68.3B,$-67.2B,$-68.9B,$-69.0B,®,3,
2023-03-08T10:00:00-05:00,United States,Fed Chair Powell Testimony,interest rate,,,,,,,3,
2023-03-08T10:00:00-05:00,United States,JOLTs Job Openings,job offers,JAN,10.824M,11.234M,10.5M,10.6M,®,3,
2023-03-10T08:30:00-05:00,United States,Non Farm Payrolls,non farm payrolls,FEB,311K,504K,205K,210.0K,®,3,
2023-03-10T08:30:00-05:00,United States,Unemployment Rate,unemployment rate,FEB,3.6%,3.4%,3.4%,3.4%,,3,
2023-03-13T08:00:00-04:00,United States,President Biden Speech On Banking System,calendar,,,,,,,3,
2023-03-13T10:30:00-04:00,United States,Closed-door Fed Emergency Meeting,interest rate,,,,,,,3,
2023-03-14T07:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,FEB,5.5%,5.6%,5.5%,5.6%,,3,
2023-03-14T07:30:00-04:00,United States,Inflation Rate YoY,inflation rate,FEB,6%,6.4%,6%,6.1%,,3,
2023-03-15T07:30:00-04:00,United States,PPI MoM,producer price inflation mom,FEB,-0.1%,0.3%,0.3%,0.4%,®,3,
2023-03-15T07:30:00-04:00,United States,Retail Sales MoM,retail sales mom,FEB,-0.4%,3.2%,-0.3%,-0.2%,®,3,
2023-03-16T07:30:00-04:00,United States,Building Permits Prel,building permits,FEB,1.524M,1.339M,1.34M,1.33M,,3,
2023-03-17T09:00:00-04:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,MAR,63.4,67,67,68,,3,
2023-03-22T13:00:00-04:00,United States,Fed Interest Rate Decision,interest rate,,5.0%,4.75%,5.0%,5.0%,,3,
2023-03-22T13:30:00-04:00,United States,Fed Press Conference,interest rate,,,,,,,3,
2023-03-24T07:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,FEB,-1%,-5%,0.6%,0.7%,®,3,
2023-03-31T07:30:00-04:00,United States,Core PCE Price Index MoM,core pce price index mom,FEB,0.3%,0.5%,0.4%,0.6%,®,3,
2023-03-31T07:30:00-04:00,United States,Personal Income MoM,personal income,FEB,0.3%,0.6%,0.2%,0.4%,,3,
2023-03-31T07:30:00-04:00,United States,Personal Spending MoM,personal spending,FEB,0.2%,2%,0.3%,0.5%,®,3,
