event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2018-11-02T08:30:00-04:00,United States,Balance of Trade,balance of trade,SEP,$-54B,$-53.3B,,,®,3,
2018-11-02T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,OCT,250K,118K,,,®,3,
2018-11-14T09:30:00-05:00,United States,Core Inflation Rate YoY,core inflation rate,OCT,2.1%,2.2%,,,,3,
2018-11-14T09:30:00-05:00,United States,Inflation Rate YoY,inflation rate,OCT,2.5%,2.3%,,,,3,
2018-11-15T09:30:00-05:00,United States,Retail Sales MoM,retail sales mom,OCT,0.8%,-0.1%,,,®,3,
2018-11-21T09:30:00-05:00,United States,Durable Goods Orders MoM,durable goods orders,OCT,-4.4%,-0.1%,,,®,3,
2018-11-29T09:30:00-05:00,United States,Personal Income MoM,personal income,OCT,0.5%,0.2%,,,,3,
2018-11-29T09:30:00-05:00,United States,Personal Spending MoM,personal spending,OCT,0.6%,0.2%,,,®,3,
