event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2017-05-01T08:30:00-04:00,United States,Personal Income MoM,personal income,MAR,0.2%,0.3%,0.4%,0.3%,®,3,
2017-05-01T08:30:00-04:00,United States,Personal Spending MoM,personal spending,MAR,0.0%,0.0%,0.2%,0.2%,®,3,
2017-05-04T08:30:00-04:00,United States,Balance of Trade,balance of trade,MAR,$-43.7B,$-43.8B,$-44.5B,$ -44.4B,®,3,
2017-05-05T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,APR,211K,79K,185K,175K,®,3,
2017-05-12T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,APR,1.9%,2%,2%,2.1%,,3,
2017-05-12T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,APR,2.2%,2.4%,2.3%,2.3%,,3,
2017-05-12T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,APR,0.4%,0.1%,0.6%,0.4%,®,3,
2017-05-26T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,APR,-0.7%,2.3%,-1.2%,-0.7%,®,3,
2017-05-30T08:30:00-04:00,United States,Personal Income MoM,personal income,APR,0.4%,0.2%,0.4%,0.3%,,3,
2017-05-30T08:30:00-04:00,United States,Personal Spending MoM,personal spending,APR,0.4%,0.3%,0.4%,0.4%,®,3,
