event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2023-02-01T10:00:00-05:00,United States,ISM Manufacturing PMI,business confidence,JAN,47.4,48.4,48,48,,3,
2023-02-01T10:00:00-05:00,United States,JOLTs Job Openings,job offers,DEC,11.012M,10.44M,10.25M,9.5M,®,3,
2023-02-01T14:00:00-05:00,United States,Fed Interest Rate Decision,interest rate,,4.75%,4.5%,4.75%,4.75%,,3,
2023-02-01T14:30:00-05:00,United States,Fed Press Conference,interest rate,,,,,,,3,
2023-02-03T08:30:00-05:00,United States,Non Farm Payrolls,non farm payrolls,JAN,517K,260K,185K,190K,®,3,
2023-02-03T08:30:00-05:00,United States,Unemployment Rate,unemployment rate,JAN,3.4%,3.5%,3.6%,3.6%,,3,
2023-02-03T10:00:00-05:00,United States,ISM Non-Manufacturing PMI,non manufacturing pmi,JAN,55.2,49.2,50.4,50.6,®,3,
2023-02-07T08:30:00-05:00,United States,Balance of Trade,balance of trade,DEC,$-67.4B,$-61B,$-68.5B,$-68.8B,®,3,
2023-02-10T10:00:00-05:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,FEB,66.4,64.9,65,65,,3,
2023-02-14T08:30:00-05:00,United States,Core Inflation Rate YoY,core inflation rate,JAN,5.6%,5.7%,5.5%,5.4%,,3,
2023-02-14T08:30:00-05:00,United States,Inflation Rate YoY,inflation rate,JAN,6.4%,6.5%,6.2%,6.3%,,3,
2023-02-15T08:30:00-05:00,United States,Retail Sales MoM,retail sales mom,JAN,3%,-1.1%,1.8%,1.2%,,3,
2023-02-16T08:30:00-05:00,United States,Building Permits Prel,building permits,JAN,1.339M,1.337M,1.35M,1.374M,,3,
2023-02-16T08:30:00-05:00,United States,PPI MoM,producer price inflation mom,JAN,0.7%,-0.2%,0.4%,0.2%,®,3,
2023-02-22T14:00:00-05:00,United States,FOMC Minutes,interest rate,,,,,,,3,
2023-02-24T08:30:00-05:00,United States,Core PCE Price Index MoM,core pce price index mom,JAN,0.6%,0.4%,0.4%,0.3%,®,3,
2023-02-24T08:30:00-05:00,United States,Personal Income MoM,personal income,JAN,0.6%,0.3%,1%,0.7%,®,3,
2023-02-24T08:30:00-05:00,United States,Personal Spending MoM,personal spending,JAN,1.8%,-0.1%,1.3%,1.1%,®,3,
2023-02-27T08:30:00-05:00,United States,Durable Goods Orders MoM,durable goods orders,JAN,-4.5%,5.1%,-4%,-3.5%,®,3,
