event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2023-10-02T10:00:00-04:00,United States,ISM Manufacturing PMI,business confidence,SEP,49,47.6,47.8,48.1,,3,
2023-10-03T10:00:00-04:00,United States,JOLTs Job Openings,job offers,AUG,9.61M,8.92M,8.8M,8.6M,®,3,
2023-10-04T10:00:00-04:00,United States,ISM Services PMI,non manufacturing pmi,SEP,53.6,54.5,53.6,53.7,,3,
2023-10-06T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,SEP,336K,227K,170K,150.0K,®,3,
2023-10-06T08:30:00-04:00,United States,Unemployment Rate,unemployment rate,SEP,3.8%,3.8%,3.7%,3.8%,,3,
2023-10-11T08:30:00-04:00,United States,PPI MoM,producer price inflation mom,SEP,0.5%,0.7%,0.3%,0.4%,,3,
2023-10-11T14:00:00-04:00,United States,FOMC Minutes,interest rate,,,,,,,3,
2023-10-12T08:30:00-04:00,United States,Core Inflation Rate MoM,core inflation rate mom,SEP,0.3%,0.3%,0.3%,0.3%,,3,
2023-10-12T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,SEP,4.1%,4.3%,4.1%,4.1%,,3,
2023-10-12T08:30:00-04:00,United States,Inflation Rate MoM,inflation rate mom,SEP,0.4%,0.6%,0.3%,0.4%,,3,
2023-10-12T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,SEP,3.7%,3.7%,3.6%,3.7%,,3,
2023-10-13T10:00:00-04:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,OCT,63,68.1,67.2,68,,3,
2023-10-17T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,SEP,0.7%,0.8%,0.3%,0.3%,®,3,
2023-10-18T08:30:00-04:00,United States,Building Permits Prel,building permits,SEP,1.473M,1.541M,1.45M,1.46M,,3,
2023-10-19T12:00:00-04:00,United States,Fed Chair Powell Speech,interest rate,,,,,,,3,
2023-10-25T16:35:00-04:00,United States,Fed Chair Powell Speech,interest rate,,,,,,,3,
2023-10-26T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,SEP,4.7%,-0.1%,1.7%,1.1%,®,3,
2023-10-26T08:30:00-04:00,United States,GDP Growth Rate QoQ Adv,gdp growth rate,Q3,4.9%,2.1%,4.3%,4.0%,,3,
2023-10-27T08:30:00-04:00,United States,Core PCE Price Index MoM,core pce price index mom,SEP,0.3%,0.1%,0.3%,0.2%,,3,
2023-10-27T08:30:00-04:00,United States,Personal Income MoM,personal income,SEP,0.3%,0.4%,0.4%,0.3%,,3,
2023-10-27T08:30:00-04:00,United States,Personal Spending MoM,personal spending,SEP,0.7%,0.4%,0.5%,0.5%,,3,
