event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol,source_url
2024-05-01T10:00:00-04:00,United States,ISM Manufacturing PMI,business confidence,APR,49.2,50.3,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-05-01&end=2024-06-01
2024-05-01T10:00:00-04:00,United States,JOLTs Job Openings,job offers,MAR,8.488M,8.813M,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-05-01&end=2024-06-01
2024-05-01T14:00:00-04:00,United States,Fed Interest Rate Decision,interest rate,,5.5%,5.5%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-05-01&end=2024-06-01
2024-05-01T14:30:00-04:00,United States,Fed Press Conference,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-05-01&end=2024-06-01
