event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2023-08-01T10:00:00-04:00,United States,ISM Manufacturing PMI,business confidence,JUL,46.4,46,46.8,48,,3,
2023-08-01T10:00:00-04:00,United States,JOLTs Job Openings,job offers,JUN,9.582M,9.616M,9.61M,9.5M,®,3,
2023-08-03T10:00:00-04:00,United States,ISM Services PMI,non manufacturing pmi,JUL,52.7,53.9,53,52,,3,
2023-08-04T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,JUL,187K,185K,200K,190K,®,3,
2023-08-04T08:30:00-04:00,United States,Unemployment Rate,unemployment rate,JUL,3.5%,3.6%,3.6%,3.6%,,3,
2023-08-10T08:30:00-04:00,United States,Core Inflation Rate MoM,core inflation rate mom,JUL,0.2%,0.2%,0.2%,0.2%,,3,
2023-08-10T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,JUL,4.7%,4.8%,4.8%,4.8%,,3,
2023-08-10T08:30:00-04:00,United States,Inflation Rate MoM,inflation rate mom,JUL,0.2%,0.2%,0.2%,0.2%,,3,
2023-08-10T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,JUL,3.2%,3%,3.3%,3.1%,,3,
2023-08-11T08:30:00-04:00,United States,PPI MoM,producer price inflation mom,JUL,0.3%,0%,0.2%,0.2%,®,3,
2023-08-11T10:00:00-04:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,AUG,71.2,71.6,71,71.3,,3,
2023-08-15T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,JUL,0.7%,0.3%,0.4%,0.3%,®,3,
2023-08-16T08:30:00-04:00,United States,Building Permits Prel,building permits,JUL,1.442M,1.441M,1.463M,1.457M,,3,
2023-08-16T14:00:00-04:00,United States,FOMC Minutes,interest rate,,,,,,,3,
2023-08-24T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,JUL,-5.2%,4.4%,-4%,0.5%,®,3,
2023-08-25T10:05:00-04:00,United States,Fed Chair Powell Speech,interest rate,,,,,,,3,
2023-08-29T10:00:00-04:00,United States,JOLTs Job Openings,job offers,JUL,8.827M,9.165M,9.465M,9.57M,®,3,
2023-08-30T08:30:00-04:00,United States,GDP Growth Rate QoQ 2nd Est,gdp growth rate,Q2,2.1%,2%,2.4%,2.4%,,3,
2023-08-31T08:30:00-04:00,United States,Core PCE Price Index MoM,core pce price index mom,JUL,0.2%,0.2%,0.2%,0.2%,,3,
2023-08-31T08:30:00-04:00,United States,Personal Income MoM,personal income,JUL,0.2%,0.3%,0.3%,0.3%,,3,
2023-08-31T08:30:00-04:00,United States,Personal Spending MoM,personal spending,JUL,0.8%,0.5%,0.7%,0.4%,,3,
