event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2025-05-01T10:00:00-04:00,United States,ISM Manufacturing PMI,business confidence,APR,48.7,49,48,47.2,,3,
2025-05-02T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,APR,177K,185K,130K,140K,®,3,
2025-05-02T08:30:00-04:00,United States,Unemployment Rate,unemployment rate,APR,4.2%,4.2%,4.2%,4.2%,,3,
2025-05-05T10:00:00-04:00,United States,ISM Services PMI,non manufacturing pmi,APR,51.6,50.8,50.6,50.3,,3,
2025-05-07T14:00:00-04:00,United States,Fed Interest Rate Decision,interest rate,,4.5%,4.5%,4.5%,4.5%,,3,
2025-05-07T14:30:00-04:00,United States,Fed Press Conference,interest rate,,,,,,,3,
2025-05-13T08:30:00-04:00,United States,Core Inflation Rate MoM,core inflation rate mom,APR,0.2%,0.1%,0.3%,0.2%,,3,
2025-05-13T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,APR,2.8%,2.8%,2.8%,2.8%,,3,
2025-05-13T08:30:00-04:00,United States,Inflation Rate MoM,inflation rate mom,APR,0.2%,-0.1%,0.3%,0.3%,,3,
2025-05-13T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,APR,2.3%,2.4%,2.4%,2.5%,,3,
2025-05-15T08:30:00-04:00,United States,PPI MoM,producer price inflation mom,APR,-0.5%,0%,0.2%,0.2%,®,3,
2025-05-15T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,APR,0.1%,1.7%,0%,-0.1%,®,3,
2025-05-16T08:30:00-04:00,United States,Building Permits Prel,building permits,APR,1.412M,1.481M,1.450M,1.45M,®,3,
2025-05-16T08:30:00-04:00,United States,Housing Starts,housing starts,APR,1.361M,1.339M,1.37M,1.31M,®,3,
2025-05-16T10:00:00-04:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,MAY,50.8,52.2,53.4,52.5,,3,
2025-05-22T10:00:00-04:00,United States,Existing Home Sales,existing home sales,APR,4M,4.02M,4.1M,4.05M,,3,
2025-05-27T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,APR,-6.3%,7.6%,-7.8%,-6.8%,®,3,
2025-05-28T14:00:00-04:00,United States,FOMC Minutes,interest rate,,,,,,,3,
2025-05-29T08:30:00-04:00,United States,GDP Growth Rate QoQ 2nd Est,gdp growth rate,Q1,-0.2%,2.4%,-0.3%,-0.3%,,3,
2025-05-30T08:30:00-04:00,United States,Core PCE Price Index MoM,core pce price index mom,APR,0.1%,0.1%,0.1%,0.2%,®,3,
2025-05-30T08:30:00-04:00,United States,Personal Income MoM,personal income,APR,0.8%,0.7%,0.3%,0.4%,®,3,
2025-05-30T08:30:00-04:00,United States,Personal Spending MoM,personal spending,APR,0.2%,0.7%,0.2%,0.1%,,3,
