event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol
2016-05-04T08:30:00-04:00,United States,Balance of Trade,balance of trade,MAR,$-40.44B,$-46.96B,$-41.5B,,®,3,
2016-05-06T08:30:00-04:00,United States,Non Farm Payrolls,non farm payrolls,APR,160K,208K,202K,208K,®,3,
2016-05-13T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,APR,1.3%,-0.3%,0.7%,0.34%,®,3,
2016-05-17T08:30:00-04:00,United States,Core Inflation Rate YoY,core inflation rate,APR,2.1%,2.2%,2.1%,2.2%,,3,
2016-05-17T08:30:00-04:00,United States,Inflation Rate YoY,inflation rate,APR,1.1%,0.9%,1.1%,1%,,3,
2016-05-26T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,APR,3.4%,1.9%,0.5%,0.2%,®,3,
2016-05-31T08:30:00-04:00,United States,Personal Income (MoM),personal income,APR,0.4%,0.4%,0.4%,0.3%,,3,
2016-05-31T08:30:00-04:00,United States,Personal Spending MoM,personal spending,APR,1%,0.0%,0.7%,0.3%,®,3,
