event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol,source_url
2020-11-04T09:30:00-05:00,United States,Balance of Trade,balance of trade,SEP,$-63.9B,$-67B,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2020-11-01&end=2020-12-01
2020-11-06T09:30:00-05:00,United States,Non Farm Payrolls,non farm payrolls,OCT,638K,672K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2020-11-01&end=2020-12-01
2020-11-12T09:30:00-05:00,United States,Core Inflation Rate YoY,core inflation rate,OCT,1.6%,1.7%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2020-11-01&end=2020-12-01
2020-11-12T09:30:00-05:00,United States,Inflation Rate YoY,inflation rate,OCT,1.2%,1.4%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2020-11-01&end=2020-12-01
2020-11-17T09:30:00-05:00,United States,Retail Sales MoM,retail sales mom,OCT,0.3%,1.6%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2020-11-01&end=2020-12-01
2020-11-25T09:30:00-05:00,United States,Durable Goods Orders MoM,durable goods orders,OCT,1.3%,2.1%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2020-11-01&end=2020-12-01
2020-11-25T11:00:00-05:00,United States,Personal Income MoM,personal income,OCT,-0.7%,0.7%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2020-11-01&end=2020-12-01
2020-11-25T11:00:00-05:00,United States,Personal Spending MoM,personal spending,OCT,0.5%,1.2%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2020-11-01&end=2020-12-01
